                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.97563,                0.54498,                0.84324,                 0.5766,                0.43847,                0.45942,                0.28489,                 1.1322,                0.80702,                0.87573,               0.004753,               0.004753,               0.004753
                    161,                0.97654,                0.54495,                0.84306,                0.57462,                0.43929,                0.45955,                 0.2849,                 1.1324,                0.80753,                0.87578,                0.00472,                0.00472,                0.00472
                    162,                0.97113,                  0.542,                0.84258,                0.57753,                0.43761,                0.45903,                0.28472,                 1.1326,                0.80754,                0.87593,               0.004687,               0.004687,               0.004687
                    163,                0.97216,                0.54153,                0.84136,                0.57884,                0.43834,                0.45909,                0.28467,                 1.1329,                0.80762,                0.87601,               0.004654,               0.004654,               0.004654
                    164,                 0.9706,                 0.5425,                0.84276,                0.58053,                 0.4375,                0.45905,                0.28477,                 1.1332,                0.80785,                 0.8761,               0.004621,               0.004621,               0.004621
                    165,                0.96958,                0.53844,                0.84134,                0.57907,                0.43769,                0.45925,                0.28516,                 1.1334,                0.80807,                0.87611,               0.004588,               0.004588,               0.004588
                    166,                0.96703,                0.53767,                0.84277,                0.57758,                0.43898,                0.45937,                 0.2851,                 1.1335,                0.80837,                0.87611,               0.004555,               0.004555,               0.004555
                    167,                0.96947,                0.53769,                0.84329,                0.58302,                0.43699,                0.45935,                0.28514,                 1.1334,                0.80864,                0.87616,               0.004522,               0.004522,               0.004522
                    168,                0.96102,                0.53502,                0.84021,                0.57924,                 0.4388,                 0.4596,                0.28511,                 1.1332,                0.80907,                0.87618,               0.004489,               0.004489,               0.004489
                    169,                0.96374,                0.53336,                0.84052,                0.57971,                0.43861,                0.45979,                0.28492,                 1.1335,                0.80933,                0.87626,               0.004456,               0.004456,               0.004456
                    170,                0.96613,                0.53601,                0.84233,                0.58035,                0.43908,                 0.4597,                0.28502,                 1.1337,                0.80926,                0.87622,               0.004423,               0.004423,               0.004423
                    171,                0.95886,                0.53155,                0.84012,                0.57998,                0.43913,                0.46017,                0.28486,                 1.1338,                0.80948,                0.87628,                0.00439,                0.00439,                0.00439
                    172,                0.96056,                0.53137,                0.84022,                0.58039,                0.43912,                0.45987,                0.28492,                 1.1342,                0.80965,                0.87641,               0.004357,               0.004357,               0.004357
                    173,                0.96055,                0.53063,                0.84119,                0.58562,                0.43519,                0.45958,                0.28479,                 1.1342,                0.80984,                 0.8765,               0.004324,               0.004324,               0.004324
                    174,                0.96083,                0.53305,                 0.8381,                0.58204,                0.43708,                0.45994,                0.28487,                  1.134,                0.80932,                0.87645,               0.004291,               0.004291,               0.004291
                    175,                0.95799,                 0.5301,                0.84002,                0.57996,                0.43736,                0.45967,                0.28497,                 1.1342,                0.80963,                0.87654,               0.004258,               0.004258,               0.004258
                    176,                0.95915,                0.53086,                0.83975,                 0.5782,                0.43755,                0.45927,                0.28476,                 1.1344,                0.80992,                0.87665,               0.004225,               0.004225,               0.004225
                    177,                0.95575,                0.52927,                0.83986,                0.58037,                0.43673,                0.45915,                0.28472,                 1.1344,                0.80992,                0.87669,               0.004192,               0.004192,               0.004192
                    178,                0.95225,                0.52655,                0.83879,                0.57811,                0.43699,                0.45896,                0.28468,                 1.1346,                0.81033,                 0.8767,               0.004159,               0.004159,               0.004159
                    179,                0.95154,                0.52506,                0.83767,                0.57872,                0.43625,                0.45902,                0.28454,                 1.1347,                0.81035,                0.87671,               0.004126,               0.004126,               0.004126
                    180,                0.94772,                0.52258,                0.83784,                0.57917,                0.43627,                0.45895,                0.28457,                 1.1348,                0.81038,                0.87673,               0.004093,               0.004093,               0.004093
                    181,                0.94985,                0.52368,                0.83784,                0.57901,                0.43616,                0.45867,                0.28441,                  1.135,                0.81089,                0.87685,                0.00406,                0.00406,                0.00406
                    182,                0.95086,                0.52251,                0.83843,                0.57862,                0.43616,                0.45877,                0.28454,                  1.135,                0.81075,                0.87685,               0.004027,               0.004027,               0.004027
                    183,                0.94585,                0.52072,                0.83794,                0.57886,                0.43608,                0.45884,                0.28455,                 1.1353,                0.81104,                0.87686,               0.003994,               0.003994,               0.003994
                    184,                0.94622,                0.52091,                0.83762,                0.57954,                0.43531,                0.45887,                0.28466,                 1.1351,                0.81119,                0.87677,               0.003961,               0.003961,               0.003961
                    185,                0.94619,                 0.5195,                0.83682,                0.58084,                 0.4347,                0.45871,                0.28457,                 1.1355,                0.81163,                0.87676,               0.003928,               0.003928,               0.003928
                    186,                0.94208,                0.51775,                0.83727,                 0.5802,                0.43545,                0.45889,                0.28456,                 1.1356,                0.81183,                0.87679,               0.003895,               0.003895,               0.003895
                    187,                0.94264,                 0.5172,                0.83658,                0.57787,                0.43673,                0.45903,                0.28476,                 1.1352,                0.81164,                0.87672,               0.003862,               0.003862,               0.003862
                    188,                0.94464,                0.51938,                0.83772,                0.57942,                0.43553,                0.45899,                0.28465,                 1.1355,                0.81205,                 0.8769,               0.003829,               0.003829,               0.003829
                    189,                0.93608,                0.51385,                0.83704,                0.57828,                0.43709,                0.45907,                0.28454,                 1.1359,                0.81263,                0.87696,               0.003796,               0.003796,               0.003796
                    190,                 0.9389,                0.51608,                 0.8371,                0.58244,                 0.4342,                0.45891,                0.28447,                 1.1361,                0.81303,                0.87701,               0.003763,               0.003763,               0.003763
                    191,                0.93694,                0.51401,                0.83708,                0.58238,                 0.4342,                0.45876,                0.28431,                  1.136,                0.81341,                0.87698,                0.00373,                0.00373,                0.00373
                    192,                0.93394,                0.51269,                0.83643,                0.57919,                0.43563,                0.45867,                0.28432,                 1.1359,                0.81391,                0.87695,               0.003697,               0.003697,               0.003697
                    193,                0.92913,                0.50895,                0.83605,                0.57868,                0.43537,                0.45867,                0.28421,                 1.1363,                0.81412,                0.87704,               0.003664,               0.003664,               0.003664
                    194,                0.93846,                0.51473,                0.83559,                0.57918,                0.43536,                 0.4587,                0.28415,                 1.1362,                0.81435,                0.87698,               0.003631,               0.003631,               0.003631
                    195,                0.93098,                0.50932,                 0.8355,                0.57669,                0.43615,                0.45844,                0.28402,                 1.1366,                0.81463,                 0.8771,               0.003598,               0.003598,               0.003598
                    196,                0.93202,                0.51029,                0.83467,                0.57882,                0.43493,                0.45852,                  0.284,                 1.1365,                0.81503,                0.87706,               0.003565,               0.003565,               0.003565
                    197,                0.92815,                0.50701,                0.83497,                0.57873,                0.43485,                0.45807,                0.28381,                 1.1366,                0.81509,                 0.8771,               0.003532,               0.003532,               0.003532
                    198,                0.93172,                0.50767,                 0.8344,                 0.5819,                0.43401,                0.45845,                0.28378,                  1.137,                0.81558,                0.87716,               0.003499,               0.003499,               0.003499
                    199,                0.92294,                0.50337,                0.83415,                0.57955,                0.43518,                0.45847,                0.28383,                  1.137,                0.81571,                0.87718,               0.003466,               0.003466,               0.003466
                    200,                0.92576,                0.50672,                0.83461,                0.57886,                0.43593,                0.45862,                0.28382,                 1.1372,                0.81576,                0.87725,               0.003433,               0.003433,               0.003433
                    201,                0.92736,                0.50774,                0.83446,                0.57926,                0.43699,                0.45859,                0.28385,                 1.1376,                0.81604,                0.87727,                 0.0034,                 0.0034,                 0.0034
                    202,                0.92401,                0.50542,                0.83287,                0.58029,                0.43491,                0.45866,                0.28384,                 1.1375,                0.81615,                0.87724,               0.003367,               0.003367,               0.003367
                    203,                0.91585,                0.50029,                 0.8336,                0.57866,                0.43637,                0.45862,                0.28382,                 1.1378,                0.81659,                0.87729,               0.003334,               0.003334,               0.003334
                    204,                0.91855,                0.50186,                0.83279,                0.58773,                0.43074,                0.45825,                0.28404,                 1.1379,                0.81628,                0.87728,               0.003301,               0.003301,               0.003301
                    205,                0.92225,                0.50285,                0.83303,                0.58733,                0.43033,                0.45809,                0.28373,                  1.138,                0.81668,                0.87725,               0.003268,               0.003268,               0.003268
                    206,                0.91451,                0.49874,                0.83397,                 0.5852,                0.43137,                0.45787,                0.28377,                 1.1381,                0.81712,                0.87726,               0.003235,               0.003235,               0.003235
                    207,                0.91952,                0.50109,                0.83189,                0.58603,                0.43114,                 0.4578,                0.28354,                  1.138,                0.81712,                0.87722,               0.003202,               0.003202,               0.003202
                    208,                0.91051,                0.49391,                0.83186,                0.58826,                0.43104,                0.45791,                0.28356,                 1.1383,                0.81742,                0.87732,               0.003169,               0.003169,               0.003169
                    209,                0.91197,                 0.4963,                0.83218,                0.58975,                0.43062,                0.45788,                0.28342,                 1.1387,                  0.818,                0.87736,               0.003136,               0.003136,               0.003136
                    210,                0.91073,                0.49378,                0.83197,                0.59164,                0.42962,                0.45786,                0.28321,                 1.1387,                0.81812,                0.87735,               0.003103,               0.003103,               0.003103
                    211,                0.91035,                 0.4945,                0.83125,                0.58809,                0.43107,                0.45787,                0.28326,                 1.1389,                0.81803,                0.87742,                0.00307,                0.00307,                0.00307
                    212,                0.91224,                0.49603,                 0.8322,                0.59082,                0.43009,                0.45763,                 0.2832,                 1.1391,                0.81869,                0.87747,               0.003037,               0.003037,               0.003037
                    213,                0.91123,                0.49563,                0.83245,                 0.5919,                0.42901,                0.45756,                0.28311,                 1.1386,                0.81885,                0.87742,               0.003004,               0.003004,               0.003004
                    214,                0.90671,                  0.493,                 0.8306,                0.59144,                0.42918,                0.45756,                0.28317,                  1.139,                0.81896,                0.87748,               0.002971,               0.002971,               0.002971
                    215,                 0.9082,                0.49299,                0.83072,                0.58911,                0.42969,                0.45753,                0.28326,                 1.1391,                0.81913,                 0.8775,               0.002938,               0.002938,               0.002938
                    216,                0.90249,                0.49095,                0.83085,                0.59043,                0.42917,                0.45743,                0.28303,                 1.1389,                0.81922,                0.87751,               0.002905,               0.002905,               0.002905
                    217,                0.90173,                0.48972,                0.83005,                0.59238,                0.42799,                0.45712,                0.28278,                 1.1391,                0.81937,                0.87751,               0.002872,               0.002872,               0.002872
                    218,                0.90563,                0.49196,                0.83052,                0.59285,                0.42804,                0.45717,                0.28275,                 1.1394,                0.81976,                0.87754,               0.002839,               0.002839,               0.002839
                    219,                 0.8997,                 0.4876,                0.83025,                 0.5924,                0.42778,                0.45723,                0.28265,                 1.1398,                0.82018,                 0.8777,               0.002806,               0.002806,               0.002806
                    220,                0.90741,                0.49133,                0.83083,                0.58861,                0.43009,                0.45722,                 0.2826,                 1.1396,                 0.8203,                0.87759,               0.002773,               0.002773,               0.002773
                    221,                0.90379,                0.48938,                0.83074,                0.58916,                0.42925,                0.45735,                0.28273,                 1.1396,                0.82048,                0.87762,                0.00274,                0.00274,                0.00274
                    222,                0.89789,                0.48633,                0.82967,                0.58802,                0.42952,                0.45734,                0.28264,                 1.1403,                0.82076,                0.87769,               0.002707,               0.002707,               0.002707
                    223,                0.89897,                0.48613,                0.82944,                0.58908,                0.42844,                0.45728,                0.28242,                 1.1404,                0.82102,                0.87772,               0.002674,               0.002674,               0.002674
                    224,                0.89554,                0.48383,                0.82907,                0.58917,                0.42839,                0.45726,                0.28237,                 1.1405,                0.82134,                0.87775,               0.002641,               0.002641,               0.002641
                    225,                0.89514,                0.48536,                0.82903,                0.58884,                 0.4284,                0.45729,                0.28226,                 1.1407,                0.82148,                0.87786,               0.002608,               0.002608,               0.002608
                    226,                0.88827,                0.48088,                0.82726,                0.58783,                 0.4287,                0.45712,                0.28243,                 1.1408,                0.82192,                0.87784,               0.002575,               0.002575,               0.002575
                    227,                0.89337,                0.48171,                0.82785,                0.58673,                0.42896,                0.45677,                 0.2821,                  1.141,                0.82224,                0.87786,               0.002542,               0.002542,               0.002542
